74462.96 374693.67 -24.21
74465.09 374697.61 -24.12
74483.15 374699.02 -24.59
74492.95 374692.7 -24.83
74495.14 374698.63 -24.79
74505.14 374698.3 -24.87
74523.14 374697.72 -24.81
74531.14 374697.45 -25.17
74534.94 374691.33 -25.12
74549.2 374698.87 -24.77
74555 374692.67 -24.52
74565 374692.35 -24.37
74575 374692.02 -23.7
74584.99 374691.69 -23.17
74603.06 374693.11 -22.72
74605.05 374693.04 -22.39
74615.05 374692.71 -21.87
74627.25 374698.32 -21.31
74635.05 374692.06 -21.18
74647.05 374691.67 -20.51
74661.11 374693.21 -20.58
74665.11 374693.08 -20.17
74677.23 374696.69 -19.89
74693.1 374692.17 -19.43
74696.13 374693.07 -19.35
74713.29 374697.51 -19.29
74715.29 374697.45 -19.32
74725.29 374697.12 -18.74
74735.16 374692.8 -18.83
74753.15 374692.21 -18.58
74755.15 374692.14 -18.46
74769.15 374691.69 -18.34
74775.34 374697.49 -17.88
74787.28 374695.1 -18.04
74797.14 374690.77 -17.75
74811.4 374698.31 -17.56
74819.14 374690.06 -17.64
74825.33 374695.86 -17.61
74837.33 374695.47 -17.52
74851.33 374695.01 -17.61
74855.39 374696.88 -17.52
74873.32 374694.29 -17.14
74883.32 374693.97 -17.11
74885.32 374693.9 -17.23
74894.41 374696.61 -17.02
74913.51 374698.99 -17.3
74915.51 374698.92 -17.2
74930.34 374693.43 -17.33
74934.34 374693.3 -17.3
74950.47 374696.78 -17.26
74962.46 374696.39 -17.37
74972.4 374694.06 -17.38
74980.39 374693.8 -17.39
74986.33 374691.6 -17.33
74994.33 374691.34 -17.21
75010.32 374690.82 -17.13
75018.32 374690.56 -17.2
75025.55 374697.33 -17.06
75040.58 374697.84 -16.93
74183.21 374708.81 -6.56
74193.21 374708.48 -9.58
74203.21 374708.16 -11.62
74211.21 374707.9 -12.3
74223.21 374707.51 -14.3
74233.27 374709.18 -15.94
74241.27 374708.92 -17.2
74253.26 374708.53 -17.46
74259.2 374706.33 -18.08
74273.26 374707.87 -19.43
74283.26 374707.55 -20.52
74293.32 374709.22 -21.49
74303.32 374708.89 -21.52
74313.25 374706.57 -22.19
74315.25 374706.5 -22.15
74331.31 374707.98 -22.34
74341.05 374699.66 -22.51
74353.24 374705.26 -22.67
74355.24 374705.2 -22.85
74373.37 374708.61 -22.62
74377.37 374708.48 -22.71
74393.3 374705.96 -23.47
74399.36 374707.76 -23.84
74413.29 374705.3 -24.16
74423.36 374706.98 -24.21
74426.19 374701.88 -24.22
74437.42 374708.52 -24.46
74453.35 374706 -24.16
74463.41 374707.67 -24.53
74469.41 374707.48 -24.77
74475.48 374709.28 -24.88
74493.47 374708.69 -24.87
74501.34 374704.43 -25.17
74505.27 374702.3 -25.14
74522.43 374706.75 -25.08
74531.2 374699.45 -25.19
74541.46 374707.13 -25.05
74545.33 374703 -24.94
74555.26 374700.67 -24.47
74565.26 374700.34 -23.8
74575.26 374700.02 -23.41
74585.32 374701.69 -23.07
74596.29 374700.33 -22.56
74605.32 374701.04 -22.16
74623.57 374708.45 -21.4
74625.44 374704.38 -21.26
74635.37 374702.06 -20.77
74645.5 374705.73 -20.64
74661.43 374703.21 -20.24
74665.37 374701.08 -20.05
74677.56 374706.69 -20.19
74685.62 374708.43 -19.53
74697.36 374700.04 -19.25
74713.36 374699.51 -19.22
74715.36 374699.45 -19.31
74729.68 374708.99 -18.85
74733.68 374708.86 -18.56
74745.42 374700.47 -18.27
74761.41 374699.95 -18.12
74772.64 374706.59 -18.21
74775.67 374707.49 -18.12
74783.73 374709.23 -17.99
74793.73 374708.9 -17.67
74809.6 374704.38 -17.75
74823.53 374701.92 -17.49
74825.46 374699.86 -17.59
74841.59 374703.33 -17.48
74844.62 374704.24 -17.45
74857.52 374700.81 -17.44
74869.65 374704.42 -17.21
74879.78 374708.09 -17.17
74889.77 374707.77 -17.27
74895.71 374705.57 -17.24
74905.57 374701.25 -17.32
74913.64 374702.98 -17.22
74926.73 374705.56 -17.34
74934.86 374709.3 -17.28
74950.86 374708.78 -17.26
74958.6 374700.52 -17.36
74964.66 374702.32 -17.37
74978.59 374699.86 -17.35
74983.69 374702.7 -17.24
74994.59 374699.34 -17.08
75011.81 374705.79 -17.12
75013.81 374705.72 -17.12
75025.61 374699.33 -17
75040.71 374701.84 -16.88
75043.94 374708.74 -16.66
74173.54 374719.13 -5.71
74183.54 374718.81 -8.09
74193.54 374718.48 -11.36
74203.54 374718.16 -12.51
74213.53 374717.83 -13.9
74223.53 374717.5 -15.68
74233.46 374715.18 -17.3
74241.59 374718.92 -18.56
74249.59 374718.65 -19.23
74261.59 374718.26 -18.98
74273.59 374717.87 -20.77
74279.58 374717.68 -21.38
74293.58 374717.22 -21.77
74297.65 374719.09 -22.31
74303.64 374718.89 -22.1
74321.64 374718.3 -22.31
74329.64 374718.04 -22.57
74337.38 374709.78 -22.5
74351.63 374717.33 -22.65
74353.7 374719.26 -22.62
74373.63 374716.61 -22.71
74379.56 374714.41 -23.16
74393.62 374715.95 -23.66
74398.72 374718.79 -24.29
74411.56 374713.37 -24.29
74414.72 374718.27 -24.38
74425.75 374718.91 -24.41
74439.48 374710.45 -24.51
74443.74 374718.32 -24.35
74461.61 374713.74 -24.62
74467.48 374709.54 -24.82
74475.54 374711.28 -24.77
74491.8 374718.76 -25.26
74499.6 374712.5 -25.3
74509.73 374716.17 -25.36
74513.73 374716.04 -25.26
74525.53 374709.65 -25.08
74539.66 374713.19 -24.92
74545.59 374710.99 -24.65
74553.65 374712.73 -24.09
74565.59 374710.34 -23.61
74573.65 374712.08 -23.3
74583.71 374713.75 -22.75
74593.65 374711.43 -22.49
74611.9 374718.84 -22.04
74613.84 374716.77 -21.74
74623.64 374710.45 -21.28
74633.83 374716.12 -20.98
74647.63 374709.67 -20.45
74653.89 374717.47 -20.24
74667.76 374713.01 -19.79
74673.89 374716.81 -19.72
74683.95 374718.49 -19.47
74699.69 374709.97 -19.38
74703.88 374715.84 -19.12
74713.94 374717.51 -18.67
74727.81 374713.05 -19.1
74738 374718.73 -18.52
74743.74 374710.53 -18.18
74757.87 374714.07 -18.24
74771.93 374715.62 -18.48
74773.93 374715.55 -18.38
74791.86 374712.96 -18.03
74793.86 374712.9 -17.88
74809.99 374716.38 -17.64
74819.79 374710.05 -17.49
74825.79 374709.86 -17.5
74833.79 374709.59 -17.29
74844.88 374712.23 -17.33
74858.11 374718.81 -17.35
74871.01 374715.39 -17.31
74880.04 374716.09 -17.27
74890.87 374710.73 -17.29
74903.13 374718.34 -17.33
74907 374714.21 -17.3
74919.13 374717.82 -17.44
74926.86 374709.56 -17.35
74934.99 374713.3 -17.24
74950.99 374712.77 -17.27
74954.99 374712.64 -17.27
74966.99 374712.25 -17.19
74974.98 374711.99 -17.1
74990.14 374716.5 -17.05
74998.98 374711.21 -17.01
75006.98 374710.95 -16.95
75014.97 374710.69 -16.88
75024.07 374713.39 -16.76
75034 374711.07 -16.66
75044 374710.74 -16.56
74171.87 374729.2 -7.2
74181.87 374728.87 -8.9
74191.87 374728.54 -12.1
74201.86 374728.22 -12.72
74211.86 374727.89 -14.43
74221.86 374727.57 -16.19
74231.92 374729.24 -17.97
74241.92 374728.91 -20.01
74247.85 374726.72 -20.22
74261.92 374728.26 -20.99
74269.91 374728 -21.75
74279.78 374723.67 -21.8
74291.97 374729.28 -22.09
74295.71 374721.15 -22.29
74303.84 374724.89 -22.24
74321.71 374720.3 -22.34
74323.71 374720.24 -22.19
74337 374728.81 -22.82
74351.76 374721.32 -22.87
74362.02 374729 -22.9
74364.02 374728.93 -22.92
74382.02 374728.34 -23.42
74392.02 374728.02 -24.1
74402.98 374726.66 -24.38
74412.01 374727.36 -24.51
74414.08 374729.3 -24.76
74425.81 374720.91 -24.54
74441.81 374720.39 -24.35
74451.81 374720.06 -24.39
74462.84 374720.7 -24.54
74467.93 374723.54 -24.74
74483.09 374728.05 -24.74
74489.86 374720.82 -25.29
74494.83 374719.66 -25.24
74509.86 374720.17 -25.18
74513.86 374720.04 -25.06
74525.08 374726.68 -25.08
74535.92 374721.32 -24.87
74543.92 374721.06 -24.36
74554.05 374724.73 -23.71
74564.04 374724.4 -23.31
74573.98 374722.08 -22.92
74583.91 374719.75 -22.52
74598.17 374727.29 -22.06
74611.97 374720.84 -21.85
74613.97 374720.77 -21.65
74624.1 374724.45 -21.53
74635.96 374720.05 -20.61
74650.09 374723.6 -20.25
74653.96 374719.47 -20.19
74666.09 374723.07 -20.1
74682.21 374726.55 -20.09
74684.15 374724.49 -19.86
74694.28 374728.16 -18.91
74712.08 374721.57 -18.96
74714.07 374721.51 -18.94
74724.33 374729.18 -18.49
74740.33 374728.66 -18.7
74744.33 374728.53 -18.4
74758.33 374728.07 -18.39
74772.06 374719.62 -18.25
74774.06 374719.55 -18.3
74792.25 374724.96 -17.79
74794.25 374724.9 -17.67
74810.12 374720.38 -17.52
74814.38 374728.24 -17.47
74830.11 374719.72 -17.5
74834.18 374721.59 -17.33
74848.37 374727.13 -17.25
74860.17 374720.74 -17.33
74871.14 374719.38 -17.2
74879.4 374727.12 -17.19
74884.23 374721.96 -17.23
74903.26 374722.34 -17.36
74909.19 374720.14 -17.38
74919.26 374721.82 -17.4
74924.22 374720.65 -17.29
74935.38 374725.29 -17.16
74947.25 374720.9 -17.14
74955.25 374720.64 -17.14
74971.38 374724.12 -17.06
74978.34 374722.89 -17.1
74987.24 374719.6 -17.01
74995.24 374719.34 -16.89
75007.37 374722.94 -16.81
75019.37 374722.55 -16.72
75027.36 374722.29 -16.68
75041.36 374721.83 -16.33
75044.59 374728.74 -16.03
74162.13 374737.52 -4.67
74172.2 374739.2 -9.1
74182.19 374738.87 -11.89
74192.19 374738.54 -13.27
74202.19 374738.22 -14.59
74212.19 374737.89 -16.61
74222.19 374737.56 -18.38
74232.25 374739.24 -19.98
74242.25 374738.91 -20.76
74248.18 374736.72 -21.01
74262.24 374738.26 -21.5
74270.04 374732 -21.97
74282.17 374735.61 -22.59
74286.17 374735.48 -22.75
74302.17 374734.95 -22.59
74304.17 374734.89 -22.57
74314.23 374736.56 -22.27
74332.16 374733.97 -22.6
74338.03 374729.78 -22.82
74344.22 374735.58 -22.87
74362.09 374731 -22.86
74366.35 374738.86 -22.98
74382.15 374732.34 -23.67
74391.38 374739.05 -24.43
74402.28 374735.69 -24.56
74412.27 374735.36 -24.65
74414.14 374731.3 -24.81
74424.4 374738.97 -24.37
74440.4 374738.45 -24.48
74452.39 374738.06 -24.57
74462.39 374737.73 -24.8
74470.39 374737.47 -25.13
74482.45 374739.08 -24.82
74493.22 374731.72 -25.14
74496.19 374730.62 -25.2
74512.19 374730.1 -24.72
74518.38 374735.9 -25.08
74525.22 374730.68 -25.05
74534.18 374729.38 -24.65
74544.37 374735.05 -23.84
74554.24 374730.73 -23.46
74564.24 374730.4 -23.06
74574.24 374730.08 -22.47
74584.5 374737.75 -22.15
74594.36 374733.42 -21.68
74612.36 374732.84 -21.63
74614.29 374730.77 -21.49
74626.29 374730.38 -20.93
74636.48 374736.05 -20.51
74644.55 374737.79 -20.3
74654.28 374729.46 -19.9
74666.35 374731.07 -20.05
74682.34 374730.55 -19.7
74684.34 374730.49 -19.59
74694.34 374730.16 -19.03
74712.34 374729.57 -18.59
74714.34 374729.51 -18.74
74724.66 374739.18 -18.78
74740.4 374730.66 -18.61
74744.59 374736.53 -18.23
74758.39 374730.07 -18.47
74764.39 374729.87 -17.95
74778.45 374731.42 -17.68
74793.42 374729.93 -17.71
74794.51 374732.89 -17.64
74812.44 374730.31 -17.33
74814.44 374730.24 -17.41
74833.54 374732.62 -17.21
74835.54 374732.56 -17.21
74852.76 374739 -17.14
74860.5 374730.74 -17.12
74872.5 374730.35 -17.12
74876.76 374738.22 -17.29
74884.56 374731.96 -17.27
74903.52 374730.34 -17.31
74907.52 374730.21 -17.32
74915.52 374729.95 -17.26
74931.52 374729.42 -17.09
74942.81 374738.06 -17.33
74952.74 374735.74 -17.54
74954.74 374735.67 -17.27
74964.61 374731.35 -17.2
74975.64 374731.99 -16.85
74989.7 374733.53 -16.77
74995.63 374731.33 -16.77
75007.63 374730.94 -16.75
75015.63 374730.68 -16.67
75027.62 374730.29 -16.55
75034.72 374733.06 -16.34
75044.65 374730.73 -15.82
74152.46 374747.85 -4.6
74162.46 374747.52 -7.42
74172.52 374749.19 -10.27
74182.52 374748.87 -13.38
74192.52 374748.54 -14.96
74202.52 374748.21 -16.97
74212.51 374747.89 -19.14
74218.51 374747.69 -20.6
74228.51 374747.37 -21.46
74240.57 374748.97 -21.85
74244.57 374748.84 -21.64
74262.57 374748.26 -22.13
74272.57 374747.93 -22.55
74283.4 374742.57 -22.59
74292.63 374749.28 -22.6
74296.56 374747.15 -22.69
74304.62 374748.88 -22.59
74314.62 374748.56 -22.25
74328.62 374748.1 -22.92
74340.55 374745.71 -22.67
74344.35 374739.58 -22.37
74362.68 374748.99 -23.03
74372.67 374748.67 -23.7
74382.61 374746.34 -24.06
74391.51 374743.05 -24.47
74396.67 374747.88 -24.61
74406.54 374743.56 -24.63
74416.47 374741.23 -24.66
74426.73 374748.9 -24.52
74436.72 374748.58 -24.56
74452.59 374744.06 -24.73
74458.65 374745.86 -25.18
74472.72 374747.4 -25.12
74474.72 374747.34 -25.19
74484.52 374741.01 -25.14
74494.52 374740.68 -24.91
74506.71 374746.29 -25
74514.64 374744.03 -25
74524.51 374739.71 -24.54
74534.57 374741.38 -23.96
74544.57 374741.05 -23.53
74554.57 374740.73 -23.09
74572.69 374744.14 -22.63
74574.63 374742.07 -22.57
74584.82 374747.75 -22.19
74596.62 374741.36 -21.66
74612.82 374746.83 -21.25
74614.82 374746.77 -21.09
74628.62 374740.31 -20.3
74642.61 374739.85 -20.47
74644.68 374741.79 -20.42
74653.71 374742.49 -19.86
74666.67 374741.07 -19.64
74674.87 374746.81 -19.42
74684.86 374746.48 -18.71
74696.67 374740.09 -18.76
74710.92 374747.63 -18.74
74714.92 374747.5 -18.56
74724.73 374741.18 -18.65
74738.72 374740.72 -18.58
74744.72 374740.52 -18.08
74756.98 374748.13 -17.71
74768.72 374739.74 -17.75
74774.71 374739.55 -17.46
74784.78 374741.22 -17.37
74795.81 374741.86 -17.28
74812.9 374744.3 -17.23
74813.93 374745.27 -17.22
74824.77 374739.91 -17.14
74837.8 374740.49 -17.11
74844.83 374741.26 -17.08
74861.09 374748.74 -17.13
74868.95 374744.48 -17.24
74876.82 374740.22 -17.27
74885.98 374744.92 -17.22
74899.91 374742.47 -17.25
74903.91 374742.33 -17.28
74915.91 374741.94 -17.09
74931.91 374741.42 -17.11
74942.87 374740.06 -17.11
74944.87 374740 -16.98
74955.9 374740.64 -16.85
74963.9 374740.38 -16.77
74973.96 374742.05 -16.71
74987.89 374739.59 -16.69
74995.89 374739.33 -16.67
75006.99 374741.97 -16.5
75014.92 374739.71 -16.45
75024.92 374739.39 -16.29
75034.98 374741.06 -16.01
74142.79 374758.17 -3.3
74152.79 374757.84 -6.96
74162.79 374757.52 -10.32
74172.85 374759.19 -12.45
74182.85 374758.86 -14.56
74192.84 374758.54 -17.58
74202.84 374758.21 -19.53
74212.84 374757.89 -21.28
74222.84 374757.56 -21.82
74230.84 374757.3 -22.27
74238.9 374759.04 -22.01
74252.77 374754.58 -22.38
74258.9 374758.38 -22.7
74272.7 374751.93 -22.66
74274.7 374751.86 -22.63
74292.69 374751.28 -22.71
74302.69 374750.95 -22.79
74304.69 374750.88 -22.76
74314.75 374752.56 -22.65
74328.68 374750.1 -22.77
74342.88 374755.64 -22.64
74352.87 374755.32 -22.79
74362.81 374752.99 -23.18
74368.81 374752.79 -23.71
74380.93 374756.4 -24.14
74392.87 374754.01 -24.4
74396.73 374749.88 -24.58
74412.99 374757.36 -24.53
74416.02 374758.26 -24.68
74426.99 374756.9 -24.83
74443.05 374758.38 -24.66
74453.05 374758.05 -24.99
74462.91 374753.73 -25.2
74468.91 374753.53 -25.53
74474.78 374749.34 -25.31
74487.11 374758.94 -24.92
74502.91 374752.42 -25
74508.97 374754.22 -25.07
74514.84 374750.03 -24.73
74524.84 374749.7 -24.15
74534.83 374749.38 -23.75
74544.9 374751.05 -23.27
74554.89 374750.72 -22.81
74566.89 374750.33 -22.67
74576.89 374750.01 -22.39
74584.89 374749.75 -22.18
74595.15 374757.42 -21.38
74604.95 374751.09 -21.02
74617.14 374756.7 -20.85
74631.07 374754.24 -20.63
74637.2 374758.05 -20.05
74653.07 374753.52 -19.54
74653.97 374750.49 -19.59
74665.2 374757.13 -19.28
74677 374750.74 -19.49
74691.26 374758.28 -19.01
74695.25 374758.15 -18.89
74712.99 374749.57 -18.63
74714.99 374749.5 -18.56
74725.31 374759.17 -17.9
74739.05 374750.72 -17.93
74745.18 374754.52 -17.74
74761.04 374750 -17.96
74769.04 374749.74 -17.45
74781.1 374751.35 -17.41
74791.36 374759.02 -17.97
74795.3 374756.89 -17.63
74810.33 374757.4 -17.21
74814.19 374753.27 -17.22
74827.09 374749.85 -17.04
74834.19 374752.62 -17.03
74848.32 374756.16 -16.97
74860.18 374751.77 -17.09
74868.18 374751.51 -17.16
74880.18 374751.12 -17.13
74892.18 374750.72 -17.17
74896.18 374750.59 -17.19
74904.17 374750.33 -17.18
74918.24 374751.88 -16.99
74924.17 374749.68 -17.04
74936.3 374753.29 -16.9
74944.3 374753.03 -16.82
74958.23 374750.57 -16.71
74966.23 374750.31 -16.68
74976.29 374751.98 -16.56
74984.29 374751.72 -16.48
74995.25 374750.36 -16.39
75005.25 374750.04 -16.23
75015.25 374749.71 -16.02
75025.25 374749.38 -15.85
75036.28 374750.02 -15.75
74133.12 374768.49 -2.68
74143.12 374768.17 -5.2
74153.11 374767.84 -8.26
74163.05 374765.52 -11.55
74173.18 374769.19 -13.19
74183.04 374764.86 -15.71
74193.17 374768.54 -18.68
74203.1 374766.21 -20.5
74213.1 374765.88 -21.37
74219.17 374767.69 -21.93
74228.9 374759.36 -22.18
74243.23 374768.9 -22.38
74247.09 374764.77 -22.61
74261.22 374768.32 -22.74
74273.22 374767.92 -23.01
74279.15 374765.73 -23.16
74284.05 374762.57 -22.71
74295.28 374769.21 -22.69
74313.08 374762.62 -22.93
74319.08 374762.42 -23.13
74325.27 374768.23 -22.91
74343.27 374767.64 -22.67
74353.33 374769.31 -23.28
74355.33 374769.25 -23.28
74373.33 374768.66 -23.8
74375.33 374768.6 -24.18
74393.32 374768.01 -24.42
74397.19 374763.88 -24.59
74413.32 374767.36 -24.67
74419.38 374769.16 -25.02
74431.38 374768.77 -25.1
74437.31 374766.57 -25.14
74453.37 374768.05 -25.46
74455.31 374765.98 -25.42
74467.11 374759.59 -25.16
74483.24 374763.07 -24.94
74487.17 374760.94 -24.93
74495.17 374760.68 -24.9
74505.17 374760.35 -24.9
74515.16 374760.03 -24.24
74525.23 374761.7 -23.81
74535.16 374759.38 -23.35
74545.35 374765.05 -22.88
74555.22 374760.72 -22.45
74569.41 374766.26 -22.4
74575.35 374764.07 -21.78
74585.41 374765.74 -21.59
74595.21 374759.42 -21.45
74605.54 374769.09 -20.92
74623.27 374760.5 -20.41
74625.34 374762.44 -20.4
74635.27 374760.11 -20.33
74645.4 374763.78 -19.32
74663.59 374769.19 -19.48
74665.59 374769.13 -19.43
74677.45 374764.74 -19.03
74691.32 374760.28 -19.06
74695.32 374760.15 -18.76
74705.58 374767.82 -18.14
74719.31 374759.37 -18.19
74725.51 374765.17 -17.97
74743.37 374760.59 -17.67
74745.37 374760.52 -17.63
74762.47 374762.96 -17.32
74767.5 374763.8 -17.44
74783.56 374765.28 -17.36
74789.43 374761.08 -17.94
74795.43 374760.89 -17.46
74806.46 374761.53 -17.19
74817.42 374760.17 -17.09
74828.58 374764.81 -16.9
74836.45 374760.55 -16.96
74848.45 374760.16 -16.93
74860.45 374759.77 -16.96
74864.44 374759.64 -16.99
74876.57 374763.24 -16.85
74892.57 374762.72 -16.9
74900.57 374762.46 -17
74904.57 374762.33 -17.03
74916.56 374761.94 -16.89
74924.56 374761.68 -16.81
74936.56 374761.29 -16.74
74944.56 374761.02 -16.62
74956.55 374760.63 -16.49
74964.55 374760.37 -16.43
74975.58 374761.01 -16.31
74985.58 374760.69 -16.17
74995.58 374760.36 -15.99
75005.58 374760.03 -15.77
75013.64 374761.77 -15.62
75025.57 374759.38 -15.54
75035.63 374761.05 -15.06
74133.45 374778.49 -4.12
74143.44 374778.17 -8.17
74153.44 374777.84 -10.32
74163.18 374769.51 -11.53
74173.24 374771.19 -13.01
74183.3 374772.86 -15.84
74193.24 374770.54 -18.02
74203.23 374770.21 -20.46
74213.23 374769.88 -21.26
74221.3 374771.62 -22.12
74233.55 374779.23 -22.69
74243.55 374778.9 -23.31
74245.42 374774.84 -23.15
74261.29 374770.32 -22.69
74273.28 374769.92 -22.89
74279.28 374769.73 -22.97
74289.28 374769.4 -22.77
74295.34 374771.21 -22.65
74313.47 374774.62 -22.66
74323.47 374774.29 -23.06
74325.4 374772.23 -22.97
74343.59 374777.64 -23.03
74351.59 374777.38 -23.56
74353.66 374779.31 -23.56
74371.65 374778.72 -24.45
74381.65 374778.4 -24.77
74383.65 374778.33 -24.71
74393.65 374778.01 -24.55
74413.58 374775.35 -25.46
74413.64 374777.35 -25.38
74429.51 374772.83 -25.41
74435.64 374776.64 -25.32
74449.51 374772.18 -25.43
74455.44 374769.98 -25.28
74463.7 374777.72 -25.21
74475.56 374773.33 -24.94
74489.5 374770.87 -24.82
74495.63 374774.68 -24.56
74506.53 374771.32 -24.27
74515.49 374770.03 -23.83
74527.49 374769.63 -23.47
74533.75 374777.44 -23.07
74543.75 374777.11 -22.68
74553.81 374778.78 -22.32
74567.61 374772.33 -21.88
74573.67 374774.13 -21.69
74585.54 374769.74 -21.34
74593.73 374775.48 -21.13
74605.6 374771.09 -20.83
74615.66 374772.76 -20.23
74625.6 374770.43 -19.75
74637.72 374774.04 -20.07
74643.85 374777.85 -19.57
74661.72 374773.26 -19.55
74663.65 374771.19 -19.55
74681.91 374778.61 -18.57
74685.65 374770.48 -18.48
74697.65 374770.08 -18.6
74703.84 374775.89 -18.34
74713.9 374777.56 -17.9
74729.7 374771.04 -17.59
74734.73 374771.88 -17.52
74750.73 374771.35 -17.44
74753.76 374772.26 -17.44
74769.69 374769.73 -17.39
74779.89 374775.41 -17.28
74783.89 374775.28 -17.19
74802.72 374769.66 -17.05
74806.72 374769.53 -17.03
74820.85 374773.07 -16.82
74824.78 374770.94 -16.8
74840.84 374772.42 -16.82
74846.78 374770.22 -16.82
74860.84 374771.76 -16.79
74868.84 374771.5 -16.77
74880.83 374771.11 -16.76
74892.83 374770.72 -16.77
74896.83 374770.59 -16.82
74910.83 374770.13 -16.84
74914.82 374770 -16.78
74924.82 374769.68 -16.66
74935.92 374772.32 -16.45
74943.92 374772.05 -16.31
74956.95 374772.63 -16.11
74963.85 374769.4 -16.16
74973.91 374771.08 -15.94
74983.91 374770.75 -15.71
74993.91 374770.42 -15.65
75003.9 374770.1 -15.43
75013.9 374769.77 -15.2
75023.9 374769.44 -14.85
75034.93 374770.09 -14.28
74121.77 374788.88 -2.92
74131.77 374788.56 -5.09
74141.77 374788.23 -8.92
74151.7 374785.9 -10.46
74157.7 374785.71 -10.99
74171.83 374789.25 -12.79
74183.56 374780.86 -14.02
74193.56 374780.53 -17.28
74203.56 374780.21 -19.17
74213.62 374781.88 -20.89
74221.82 374787.62 -21.88
74231.75 374785.29 -22.96
74241.68 374782.97 -23.47
74245.81 374786.83 -23.52
74253.88 374788.57 -23.12
74265.87 374788.18 -22.59
74281.74 374783.66 -22.11
74283.74 374783.6 -22.05
74301.93 374789.01 -22.34
74305.93 374788.88 -22.78
74321.93 374788.35 -23.65
74323.93 374788.29 -23.7
74339.92 374787.77 -23.27
74351.72 374781.38 -23.67
74361.98 374789.05 -24.16
74371.98 374788.72 -24.53
74379.98 374788.46 -24.8
74391.98 374788.07 -25.1
74401.97 374787.74 -25.42
74403.97 374787.68 -25.46
74413.9 374785.35 -25.37
74427.77 374780.9 -25.19
74435.83 374782.63 -25.22
74451.96 374786.11 -25.18
74455.96 374785.98 -25.41
74463.76 374779.72 -25.19
74473.76 374779.39 -24.88
74490.79 374779.84 -24.52
74493.82 374780.74 -24.4
74503.82 374780.41 -23.97
74516.08 374788.02 -23.75
74523.95 374783.76 -23.31
74533.81 374779.44 -23.16
74544.14 374789.11 -22.6
74553.87 374780.78 -22.09
74565.94 374782.39 -21.94
74577.87 374780 -21.3
74583.93 374781.8 -21.27
74593.86 374779.48 -20.87
74606.12 374787.08 -20.68
74614.19 374788.82 -19.95
74628.05 374784.37 -19.96
74639.92 374779.98 -19.67
